composition,output
Th1 Al10 Fe2,0.0
Tb1 In1 Ir1,0.0
Dy1 Si1 Ir1,0.0
Re1 Cl4,0.0
Ce3 Si1 Pt5,0.0
Ni1 Ag1 O2,0.0
Ca1 Ti4 S8,0.0
Pr1 Er1 Mg2,0.0
Sr1 Co2 P2,0.0
K11 Mn4 O16,0.0
Mg1 Cu1 Sb1,0.0
Li3 Fe1 S3,0.0
Ba3 Er1 Ru2 O9,0.0
Cu4 W1 S4 Cl4,0.0
Lu2 Mg1 Hg1,0.0
Sr2 Co1 Re1 O6,0.0
Hf1 Os2,0.0
Cr1 Mo2 S4,0.0
Li1 Co7 O7 F1,0.0
Sm1 Mg1 Hg2,0.0
Er1 Cu1 Pb1,0.0
Y2 Ge2 O7,0.0
Sc2 P3 O12,0.0
Ba1 Dy2 Cu1 O5,0.0
Li2 Sn5,0.0
Li5 Mn2 Cu5 O12,0.0
Ga1 As2 W1,0.0
Fe4 Si2 Sn7 O16,0.0
Lu3 Ga1,0.0
Zr2 Te1,0.0
Ti1 Fe2 As1,0.0
V2 O3 F3,0.0
V2 N1 O1,0.0
Ba2 Y1 Re1 O6,0.0
Ce5 Si3 N9,0.0
Fe2 Cu1 P3 O12,0.0
Be1 Tc1 Se1,0.0
V2 Si2 O7,0.0
Ca2 Ni1 Ir1 O6,0.0
Ti2 Al1 V1,0.0
Ce1 Al1 Si2,0.0
Re2 Ru1 Br1,0.0
Ca1 Ge2,0.0
Ta6 Be15 Cu8,0.0
Tb5 Ti5 O17,0.0
Tm2 Tc1 Cu1,0.0
Mg1 Sn1 Rh2,0.0
Zr2 Co21 B6,0.0
Sm1 Ni1 C2,0.0
V8 O1,0.0
W1 Cl3,0.0
Sm2 Mo2 O7,0.0
Li2 Mn1 Co3 O8,0.0
Dy1 Ag1,0.0
Ti9 O10,0.0
Li2 Mg1 Sn1,0.0
Li1 Ho1 O3,0.0
Li1 Ca2 In1,0.0
Li4 Cu1 P2 O8,0.0
Mn2 Co1 Ge1,0.0
Tb1 Co2 Ge2,0.0
Th1 Si1,0.0
Co1 Cu2 Sn1,0.0
Rb2 Tb3 Al1 F16,0.0
Ce1 Mg1 Ag2,0.0
Na1 Cd1 Sb1,0.0
Li3 Cu2 O4,0.0
Tm1 Mn6 Ge6,0.0
Yb1 B2 Rh3,0.0
Rb2 Na1 Ni1 F6,0.0
Nd1 Cu3 Ru4 O12,0.0
Dy2 Al1 Co2,0.0
Cr4 As3,0.0
As1 Au3,0.0
Lu3 In1 N1,0.0
Ba1 Al2,0.0
Er1 Cu1,0.0
Fe3 N1,0.0
Sr3 Li4 La5 O12,0.0
Eu1 Sn1 Au2,0.0
V1 Sb1,0.0
Li1 Mg1 Sn1 Pd1,0.0
Fe2 S1,0.0
Ho3 P1,0.0
Pm1 Mg1 Au2,0.0
Sb1 Pt3,0.0
Na1 Ta3,0.0
Cd2 Ag1 Rh1,0.0
Pr2 Cd1 Sn1,0.0
Li3 Mn2 Co2 O8,0.0
Ce1 Hg1,0.0
La1 Cd2,0.0
Sm1 Tm1 Zn2,0.0
Th1 Al3,0.0
Sn1 P3 O9,0.0
Hf1 V2 H4,0.0
Cr4 Cu3 Te8,0.0
Li6 Fe3 Co7 O20,0.0
Zr1 Ti1 F6,0.0
Ba7 Ru4 Br2 O15,0.0
Hf1 Co3 B2,0.0
Rb1 Eu1 O2,0.0
Ce1 As1 Pd1,0.0
Sc1 Sb1 Ru2,0.0
Sr2 Y1 Re1 O6,0.0
Eu1 Cu1 Se1 F1,0.0
Al21 Pt8,0.0
Ba2 Yb1 Cu4 O8,0.0
K1 Eu1 S2,0.0
Ba5 In4 Bi5,0.0
Cu7 Hg6,0.0
Cs1 Sn3,0.0
Ta2 N1,0.0
Li1 Hg2 Pd1,0.0
Pm1 Hg1 Au2,0.0
Mn5 O3 F5,0.0
Zr4 Al1 Ni2,0.0
Ta1 W3,0.0
Sm1 Hg3,0.0
Sr8 Al7,0.0
Hf5 Pb1,0.0
Ce1 B2 C2,0.0
Sr1 Tl1 Hg2,0.0
Ti3 Pt5,0.0
Cd13 I28,0.0
Mn2 Al1 O4,0.0
Ca1 Al8 Co2,0.0
U1 V1 C2,0.0
Sc1 V2 Ga4,0.0
Ho2 Pd2 Pb1,0.0
Au1 Br1 O2,0.0
Pr2 Hg1 Pb1,0.0
Zr1 Ge2,0.0
Sr7 Bi23 O40,0.0
Yb1 Al2 Si2,0.0
Tm2 Zn1 Ag1,0.0
Sr1 Ga2 Au2,0.0
Th1 Rh2,0.0
Sr3 Al2 Sn2,0.0
Cd1 Au1 O2,0.0
Li3 Mn1 Ni2 O6,0.0
V1 Ir1,0.0
Cr3 N2,0.0
Tb1 Hg2,0.0
Mg1 Mn1 O3,0.0
Y4 As1 Se3,0.0
Li2 Ti1 Mn3 O8,0.0
Li1 Ti11 O20,0.0
Li2 Cr1 Cu1 O4,0.0
U1 Ga1 Ni1,0.0
Sm4 Al23 Ni6,0.0
Tm1 Sc1 Hg2,0.0
Li2 Ni5 P4 O16,0.0
Tb3 La1,0.0
Sr3 Sb2,0.0
K1 Mo6 S7,0.0
Th3 B2 C3,0.0
Ta1 Be2,0.0
Ti2 Be17,0.0
Tm2 Al1 Os1,0.0
Hf1 B4 Ir3,0.0
Dy3 In1 C1,0.0
Ba1 Ti4 O7,0.0
Li1 Co1 C2 O6,0.0
La2 Ge5 Ir3,0.0
V6 Ag1 O15,0.0
Li3 Fe2 Sb1 O6,0.0
Pr2 Co12 P7,0.0
Hf4 Co4 Si7,0.0
Cr2 Cu1 Te4,0.0
Pr1 Co4 B1,0.0
Sm1 Si2 Ag2,0.0
Li1 Yb1 F4,0.0
U1 Cu2 P2,0.0
Sc1 B1 Ir3,0.0
Ho3 Ga1 C1,0.0
Mn2 Tl2 O7,0.0
Yb1 Tl1 Se2,0.0
Rb28 Mg9 In51,0.0
Sr2 Mg1 Ir1 O6,0.0
Sc1 P1 Pt1,0.0
Mg23 Al30,0.0
Al1 Cu3,0.0
Y2 Cu1 O4,0.0
Sc3 Mn2 Ga6,0.0
Ho1 Ni2 B2,0.0
Mg1 Sn4 O8,0.0
Y1 Mg1 Cu4,0.0
Bi2 B3 O9,0.0
Sr1 Mn1 Ge1,0.0
Sm1 Er1 Mg2,0.0
Li3 Mn3 Ni1 O8,0.0
In2 Co1,0.0
Li1 Be1 Pt2,0.0
Pr1 Ag1 As2,0.0
La2 Fe2 I1,0.0
Lu3 B1 C3,0.0
Cu9 Se4 Cl6 O14,0.0
Ti1 Se1,0.0
Nd5 Ge3,0.0
Pt3 Pb1 C1,0.0
Ba2 Sm1 Cu3 O7,0.0
Li3 Cr3 Cu2 O12,0.0
Nb3 Os1,0.0
Re1 P1 O5,0.0
Sc1 Ga2,0.0
Lu1 Sc1 Zn2,0.0
Nd4 Mg3 Co2,0.0
Ce1 H1 Se1,0.0
U2 Co21 B6,0.0
U2 Mn1 N3,0.0
Nd1 Rh1,0.0
Li6 Fe9 Co1 O20,0.0
Hf1 Ti1 F6,0.0
Y1 W1 O3,0.0
Sc11 Al2 Ge8,0.0
Cs1 Ga7,0.0
Ti1 Au1 Cl1,0.0
Li13 Ti22 O48,0.0
Th1 Fe2 Ge2,0.0
Sr8 Co8 O23,0.0
Sr3 Co2 S2 O5,0.0
Y1 As1,0.0
Tm2 Zn1 Hg1,0.0
Dy2 C1,0.0
Hf1 B1,0.0
Dy1 Zr1 Ru2,0.0
Pt3 Pb1,0.0
Mg2 Ga1,0.0
Zn1 Ag1 F5,0.0
Li1 Co1 S2,0.0
Ca11 Bi10,0.0
Ce9 Sm1 O20,0.0
Y2 Re1 B6,0.0
Ca4 Al3 O10,0.0
Li3 V4 Ni1 O12,0.0
Zr7 P4,0.0
La1 Pd3 S4,0.0
Li1 Ti3 O6,0.0
Y1 Sn3,0.0
Mn1 Ni1,0.0
Th2 Fe7,0.0
Mn3 O2 F6,0.0
Tl3 Pb1,0.0
Er1 B1 Pd3,0.0
Nd2 Fe14 B1,0.0
Dy1 Mn2,0.0
Mn7 O7 F1,0.0
Y4 Cu1 Te8,0.0
As1 Se1 Br1,0.0
Sr1 In4 Pt1,0.0
Mg2 Cu1,0.0
Nd1 P2 Ru2,0.0
Y2 Mo2 O7,0.0
Li9 Fe3 W7 O28,0.0
Li1 Hf1 Pd2,0.0
Na1 Eu1 O2,0.0
Y1 Tm1 Cu2,0.0
Be1 Al1 B1,0.0
Hg1 Rh1 O3,0.0
Co1 W2 O8,0.0
In3 Pd5,0.0
Ca3 Sb1 N1,0.0
Eu1 Co8 P5,0.0
Na1 Cd2 Au1,0.0
Rb1 Sb1 O3,0.0
Ca1 Si2 Pd2,0.0
Cs1 Mo3 O9,0.0
Hf3 Zn3 N1,0.0
Er1 Ni4 B1,0.0
Pr1 Mg1 Ag2,0.0
Ce1 Si1 Ir1,0.0
Ce3 In3 Ru2,0.0
Cs1 U1 Cu1 S3,0.0
Hf5 Sb9,0.0
Ce1 Nb1 O4,0.0
Tm1 Ni2 Ge2,0.0
Li1 Al2 Rh1,0.0
Li1 Ca1 O3,0.0
Ni4 Bi9 O18,0.0
Mg2 Ti1 Ir1 O6,0.0
Al2 Cr1 S4,0.0
Ba2 Ca1 Re1 O6,0.0
Tb1 Zn2,0.0
Pr1 Mg1 Ga1,0.0
Tb1 Zr1 Sb1,0.0
Tm1 Tl1,0.0
Rb1 U1 Ag1 S3,0.0
Sr1 In8 Rh2,0.0
Li8 Ti1 Ni7 O16,0.0
Dy1 Sn1 Ru2,0.0
Ca1 Pd3 C1,0.0
Ti2 Re1 Rh1,0.0
Eu1 Cd11,0.0
Li3 Fe1 Co4 O8,0.0
Li1 Ca2 Ge3,0.0
Pr7 Mn8 O24,0.0
Zr5 Sn3,0.0
Li8 Bi1 S6,0.0
Tb3 Re1 O7,0.0
Zr4 Co4 Ge7,0.0
Zr1 Cr1 Si2,0.0
Mn1 Sn1 Ru2,0.0
Si1 Au3,0.0
Ba2 Dy1 Cu3 O7,0.0
Sc1 Ir1,0.0
Sr1 Ru2 O6,0.0
Th1 Mn4 Cu3 O12,0.0
Ho1 Si2 Ru2,0.0
Li5 Co2 Ni3 O10,0.0
Pr1 Ge5,0.0
Na3 Mn2 Ge3 O12,0.0
Cu2 Sb1,0.0
Sm1 Si2 Ni2,0.0
Tl1 W3 O9,0.0
Nb1 Hg3 F6,0.0
Cs2 Cr1 Cl4,0.0
Yb1 Pm1 Pt2,0.0
Na2 Cl1,0.0
Li2 Dy1 In1,0.0
Hf2 Os1 Pd1,0.0
Mn2 Cu1 P3 O12,0.0
Eu1 Ag1 Sb1,0.0
Li1 In1 Sn1,0.0
Mg2 Si1 Pt1,0.0
Tm1 Sn1 Ru2,0.0
Ba1 Sn4 O8,0.0
Co1 N1,0.0
Hf5 Sb3,0.0
Er4 Ni1 B13,0.0
Nd1 Bi1,0.0
U3 Nb1,0.0
Sm1 Co2 Si2,0.0
U1 Co4 Sn1,0.0
Zn1 Ga1 Rh2,0.0
Li17 Nb20 O60,0.0
Mg2 Tc1 O4,0.0
Pr1 Sm1 O2,0.0
Sc2 Mn1 C1,0.0
Ba1 Pd2 O4,0.0
Mg3 Ga7 Co2,0.0
Ba5 Sb3,0.0
Cr1 Ni3,0.0
Lu7 Te2 Pd2,0.0
Zn1 Cu2 O4,0.0
La1 H2,0.0
Te2 W2 Se1 S1,0.0
Ce3 Al1 C1,0.0
Nd2 B1 C1,0.0
Li6 Mn5 Co1 O12,0.0
Mn1 Ga1 Pt1,0.0
Ba14 Na8 Ca1 N6,0.0
Er1 Al1 Ge1,0.0
Na11 Ti20 O40,0.0
Mg1 Ag1 As1,0.0
Tb6 Pb1 Se10,0.0
Ce1 Lu3,0.0
Ta2 Nb3 O12,0.0
Gd1 Pb1 Au1,0.0
K1 Hg1,0.0
Sc5 N1 Cl8,0.0
Tb1 B1 Rh3,0.0
Lu5 Si10 Ir4,0.0
Eu1 Cd2 Sb2,0.0
Nd1 Mg1 Ni4,0.0
V3 Cu1 O8,0.0
In1 Mo3 Se3,0.0
Ca1 In1 Pt1,0.0
Cr2 H1 O4,0.0
Li5 La3 Nb14 O42,0.0
Ho1 Cu2 O4,0.0
Fe1 Co1 As1,0.0
Hf1 As2,0.0
Li1 Hf2 Ir1,0.0
Yb16 S29,0.0
Nb3 V1 S6,0.0
Ca1 Al2 Zn2,0.0
Nd1 Er1 Zn2,0.0
Gd2 Zn17,0.0
Ho1 In1 Pt1,0.0
Ti1 Co1 Ge1,0.0
Ce1 Co1 Ge1 H1,0.0
Y1 Mg1 Al1,0.0
Li1 Tm1 Sn1,0.0
Ti2 Re1 Pd1,0.0
Na8 Nb1 O6,0.0
Si2 Ni1 P3,0.0
Li1 Ni2 P3 O12,0.0
Sc3 Pb1 C1,0.0
Ce1 Cd2 Ag1,0.0
Hf2 Tl1,0.0
Na10 Ga6 Sn3,0.0
Y1 Co1 O3,0.0
Ta3 B4,0.0
Li1 Tm2 Rh1,0.0
Ce1 Ga1 O3,0.0
Pm1 Mg1 Rh2,0.0
Y1 Cd1 Pt2,0.0
La1 In5 Ir1,0.0
Sr2 Co2 O5,0.0
K1 Ta3 Cu1 O9,0.0
Sr1 Rh1 F6,0.0
Al2 Cr2 O7,0.0
Eu1 Ge3 Pt1,0.0
Nd1 O2,0.0
Cr1 Ir1 O6,0.0
Y1 Re4 Si2,0.0
Pr3 Cd1,0.0
Nd1 Pt1,0.0
Tm1 Lu1 Pd2,0.0
Ti2 Ni1 Se4,0.0
La1 Re1 B1,0.0
Cr3 P1,0.0
Pd3 Pb2 S2,0.0
Mn3 Pt1 N1,0.0
Cs3 V2 Cl9,0.0
Ce3 Pd5,0.0
Tm1 Th1 Ru2,0.0
Nd1 Al8 Co2,0.0
Li7 Ti16 O32,0.0
Yb1 Si1 Cu1,0.0
Tb2 Sb1 O2,0.0
Li2 Co4 O7 F1,0.0
Li1 Ho1 Au2,0.0
Be1 Ga1 O3,0.0
Ni1 C1 O4,0.0
Dy4 Sb3,0.0
Na1 Fe2 O3,0.0
Lu2 Ag1 Au1,0.0
Co2 O3,0.0
Hf1 As1 Rh1,0.0
Zr5 Al3,0.0
Li4 Mn5 Nb1 O12,0.0
Si4 Cu15,0.0
Sm2 Tl1 Hg1,0.0
Pr1 Bi2 O6,0.0
Nd1 Tl1 Ag2,0.0
Zr6 Al2 Ni1,0.0
Lu2 Fe2 Si2 C1,0.0
Ca2 Tl1 Cd1,0.0
V1 Co1,0.0
Cs1 V1 P2 S7,0.0
Li2 In1 Ag1,0.0
Rb2 S1 Cl6 F1,0.0
Li1 Ni4 O8,0.0
Ce1 P2 Pt4,0.0
Yb1 Cd1 Hg2,0.0
Mn1 Ge1 Rh2,0.0
Hg1 Os1 Pb2,0.0
Ce1 Si2 Pd2,0.0
Sc2 Cu1 Ru1,0.0
Sr5 Cd2 Sb5 F1,0.0
Li4 Fe7 O2 F14,0.0
Sm1 B2 Os2,0.0
Cr2 P3 O11,0.0
Ho4 C7,0.0
Ce2 Cu1 N2 O2,0.0
La20 Cu9 O40,0.0
K1 U1 Cu1 Se3,0.0
Ba1 In2 Ir1,0.0
Li2 Pm1 Al1,0.0
Gd3 Al7 Ag2,0.0
Li3 Cr1 Ni4 O8,0.0
In1 Au3,0.0
Yb3 Sn13 Rh4,0.0
Co1 Ge1,0.0
Er1 Re2 O8,0.0
Gd2 Zn6 Ge3,0.0
Er1 Lu3,0.0
Sr1 Sn1 P1,0.0
Cs1 Rb1 P1,0.0
Tb3 Ni13 B2,0.0
Ta2 Mo1 Os1,0.0
Rb2 Na2 Ir1 O4,0.0
Sr1 In2 Rh1,0.0
Ce1 Al1 O3,0.0
Sn1 Pt3 C1,0.0
Nd1 Ni1 C2,0.0
Y1 Ni2 P2,0.0
Li2 Pm1 Ge1,0.0
Zr2 Ni12 P7,0.0
Er1 Cr2 Si2,0.0
La4 Co3 O10,0.0
Sr3 Sc1 Ni1 O6,0.0
Ni3 Sn1 N1,0.0
Sc1 Zn1 Pt2,0.0
Li3 Mn4 O8,0.0
Eu1 Cl1 O1,0.0
Mn2 V1 Si1,0.0
Eu2 Te1 O2,0.0
Sb4 Pb4 S11,0.0
In3 Sb1,0.0
Li1 Cu5 P3 O13,0.0
Y3 Fe29,0.0
V1 Ir3,0.0
Mg1 Si7 Ir3,0.0
Ce1 As1 Se1,0.0
Li4 Mn5 Nb3 O16,0.0
Cr2 Ni1 S4,0.0
Ca5 Sb3,0.0
Ga1 Tc2 W1,0.0
Cr2 Cu1 S4,0.0
Nd3 In1,0.0
Li1 Mn1 P2 O8,0.0
Ce1 Si2 Ni1,0.0
V1 Pt2,0.0
La1 Cd1 Ag2,0.0
Eu1 Sc1 O3,0.0
Gd1 Ni1 O3,0.0
Cu18 S11,0.0
Li4 Mg1 Ni3 O8,0.0
Sm1 As2 Au1,0.0
Y1 Fe2 Si2,0.0
Ba3 Y1 Ir2 O9,0.0
Yb1 Cu1 Ge1,0.0
Yb1 Dy1 Pd2,0.0
Dy1 B2 Rh2 C1,0.0
Zr3 Si6 Cu4,0.0
Mn1 Sb3 P6 O24,0.0
Ca2 Zn1 Rh1,0.0
Gd3 Co11 B4,0.0
Sm1 Al1 Cu1,0.0
Er1 Sn1 Au1,0.0
Li5 Fe6 B6 O18,0.0
Li4 Fe2 Cu3 O10,0.0
B1 Rh2,0.0
Sc1 B1 Pd3,0.0
Cr1 Fe1 P1,0.0
Sc1 Ag1,0.0
Hf5 Sn3,0.0
Mg1 Cr1,0.0
Sm1 Cu2 O4,0.0
Sr5 Sn3,0.0
Rb3 Cu8 S6,0.0
Ca3 Pb1 N1,0.0
Al1 Cu7 O12,0.0
Co3 Se4,0.0
Ce1 Mg1 Ni4,0.0
Na1 C1,0.0
Li1 Er1 Au2,0.0
Sc3 C4,0.0
Ti1 Fe2,0.0
Ce2 Zn1 Ni2,0.0
Li6 Fe1 Ni9 O20,0.0
Li2 Ti3 Fe1 O8,0.0
Mn1 Ni1 P1,0.0
Nb1 Si1 Ir1,0.0
Nd1 Ga2 Ni1,0.0
Tb1 Mn5 Ge3,0.0
Cs1 Gd1 O3,0.0
Ce3 B2 Cl3 O6,0.0
Th1 Fe2 Si2,0.0
K1 Li1 W3 O9,0.0
Zr1 In1 Cu2,0.0
Gd1 Zn1,0.0
Zn3 Cd1,0.0
Dy3 Ga1,0.0
Mg1 Co2 S4,0.0
Ce1 Si1 Os1,0.0
Li3 Co3 Sb1 O8,0.0
Na9 W16 O48,0.0
Co7 Mo6,0.0
Tc1 B1,0.0
Mg3 Ni20 P6,0.0
Li2 Ga1 Pd1,0.0
H2 Se1,0.0
Li4 V5 Cu3 O16,0.0
Ce1 Mn2 Ge2,0.0
Eu1 Zn2 Si2,0.0
Sc7 C1 I12,0.0
Nd1 Ti1 Ge1,0.0
V3 H4 O8,0.0
Sm1 Ni2 Sn2,0.0
Mg1 Mn1 Rh2,0.0
Ca2 Co9 O13,0.0
Ca1 Ag1 F5,0.0
Mn3 Pd1 N1,0.0
Si2 Pd9,0.0
Pr27 Se40,0.0
Tb10 B7 C10,0.0
Tb1 Rh2,0.0
Th1 Fe2 Si1 C1,0.0
Ba3 Ca1 Ir2 O9,0.0
Dy2 Mg1 In1,0.0
Li2 Ni3 Te1 O8,0.0
Li1 Ag1 F3,0.0
V1 Te2,0.0
Er1 Al9 Fe4 Si6,0.0
Ti5 Zn4 Te3 O18,0.0
Nd1 Zn2 Ag1,0.0
Ho1 Zn1 Rh2,0.0
Ba1 Pt5,0.0
Li8 P1 O3,0.0
U1 Ga3 Ni1,0.0
Zr1 Cd1,0.0
Pm2 Cu1 Ge1,0.0
Li1 Mn9 Se10,0.0
Pr4 Sb3,0.0
Pr9 Sb5 O5,0.0
Al9 Co2,0.0
Ta2 Tl1 O6,0.0
Li1 Cu1 P1 O4,0.0
Li1 Ta1 Rh2,0.0
Ca11 Ga7,0.0
Zn2 W1 N2,0.0
Er1 Tl1 Pd1,0.0
Rb1 Br3,0.0
Lu1 Al1 Ag2,0.0
Cs1 Ni2 F6,0.0
Li1 Pm2 Ir1,0.0
Cr1 Co2 Bi1,0.0
Dy1 Ni1 Ge2,0.0
Ca1 Pb1,0.0
Pr1 B2 Ru2,0.0
La10 Mn9 O30,0.0
Ba1 Zn1 Mo4 O8,0.0
Ba1 Ge3 Pt1,0.0
Ca1 Ga1 Au3,0.0
Er5 Ni1 Pb3,0.0
Ta1 Ti1 Fe2,0.0
Li1 Cu2 C2 O6,0.0
Tb1 Te1,0.0
Mg32 Al36 Ag13,0.0
Sr1 Li2 Sn1,0.0
Ca1 Au5,0.0
U2 Cl5 O2,0.0
Gd3 Re1 O7,0.0
Ho1 Al1 B14,0.0
Nb2 Cr4 Si5,0.0
La1 Ni12 B6,0.0
Mg1 Sb1 Pt1,0.0
Li3 Ti2 P3 O12,0.0
Mg2 Zr14 O5,0.0
Mn1 Ga1 Ni2,0.0
Al1 Ni2 S4,0.0
Sm1 In1 Au1,0.0
Li2 Fe1 W1 O6,0.0
Li2 Fe3 Co1 O8,0.0
Ca3 Zr17 O37,0.0
Hf1 Al1 Pd2,0.0
Ce3 Ta1 O7,0.0
Li4 Ni3 Bi1 O8,0.0
K1 Ag1 O1,0.0
Li5 Mn6 B6 O18,0.0
Ni4 P3 O12,0.0
Y1 Ti4 Cu3 O12,0.0
Cu9 S5,0.0
Eu2 Ge1 B2 O8,0.0
Sr1 N2,0.0
Cr1 Fe2 Se4,0.0
Ti1 As1 Rh1,0.0
Ba1 Ca1 Sn3,0.0
Ca1 Co2 Ge2,0.0
Tm1 Mn1 O3,0.0
Pr1 Ni1 Ge2,0.0
Yb2 Zn3 Ge3,0.0
Sm1 Pb1 Au1,0.0
K2 Ru1 Cl6,0.0
Lu1 Si2 Os2,0.0
Yb14 Ti10 O41,0.0
Ba2 Ca1 Os1 O6,0.0
Cu2 P1 H1 O5,0.0
Zr1 Sb1,0.0
Li1 Cu1 O2,0.0
Te4 Mo1 W3 S4,0.0
Eu1 In2 As2,0.0
Ni1 As1 O3,0.0
La1 Mg3,0.0
Ce1 Pr1 O2,0.0
Lu1 U2 S3 O2,0.0
Ti9 O8,0.0
Li1 Si1 Pd2,0.0
Lu1 Si2 Ni1,0.0
Zr3 Al2,0.0
V1 P4,0.0
Sm2 Tl1 Zn1,0.0
Dy1 Ag1 Ge1,0.0
Mg1 Zn2,0.0
Gd1 Se2,0.0
Li4 Nb1 Ni3 O8,0.0
Bi1 Pd1,0.0
Mn1 Ge1 Pd1,0.0
Th1 Bi2,0.0
Ba1 Yb2 O4,0.0
K1 Bi2,0.0
Ti10 O11,0.0
U1 Cr4 C4,0.0
Rb6 O1,0.0
K1 Ti5 Se8,0.0
Rb1 In4,0.0
Rb15 Hg16,0.0
Cr1 Fe2 Sb1,0.0
Fe9 Co7,0.0
Te1 W1 Cl9,0.0
Lu1 Au1,0.0
Ce1 Al2 Pt3,0.0
Ce2 S2 O1,0.0
Yb2 Sm1 S4,0.0
Mn1 S1,0.0
U1 Ga5 Ir1,0.0
Dy1 Cd2,0.0
Zr1 Ga1 Pt1,0.0
Co1 O1 F1,0.0
Ti2 Mn1 Fe1,0.0
K1 Sc1 O3,0.0
Er6 Mn1 Bi2,0.0
Yb1 Sn1 Rh1,0.0
Ca2 Mn1 Al1 O5,0.0
U1 Ga2,0.0
Li7 Ca8 Nb12 O40,0.0
Li4 Mn5 Ni3 O16,0.0
Rb2 Cr1 F6,0.0
Ba1 Tl1 Mo2 O6,0.0
Ta2 Ti1 N3,0.0
U1 B4 H16,0.0
Fe1 O1 F1,0.0
Al2 Cu1,0.0
Ba1 Mn4 O7,0.0
Y4 C7,0.0
Ni1 N1,0.0
Li4 Mn1 W3 O12,0.0
Rb5 W18 O54,0.0
Er2 Mn1 C4,0.0
Mn2 Ge1 S4,0.0
Nd1 Ga1 O3,0.0
Zr2 Al1,0.0
Ca2 Sn2 F3,0.0
Ca1 Ni4 O6,0.0
Ca3 Au1,0.0
Eu1 Cl3 O12,0.0
Nd2 W1 C2,0.0
Na3 U1 F7,0.0
Tb2 In16 Pt7,0.0
Hf1 V2 Ga4,0.0
Tb1 Se2,0.0
Y1 Ti2 Ga4,0.0
Re1 Te2 Cl12,0.0
Ho1 Ge1 Au1,0.0
Mn3 Sb1 O8,0.0
La8 Mn7 O24,0.0
V1 Ni2,0.0
Ta2 Pt1 Se7,0.0
La1 Bi1 Au2,0.0
Ba1 Th3,0.0
Pr1 P1,0.0
Tm5 Ti5 O17,0.0
Nd2 Ni7 P4,0.0
Li1 Y2 Ru1,0.0
U2 Al1 Co2,0.0
Nd1 In5 Rh1,0.0
Li3 Co4 Te1 O8,0.0
Li3 Mn2 P3 O12,0.0
Th1 As1 Se1,0.0
V3 Cr1 O10,0.0
Yb1 Sm1 Rh2,0.0
Rb1 V1 P2 S7,0.0
Yb2 Mg1 Se4,0.0
Nd1 Al7 Au3,0.0
Ta4 Al1 C3,0.0
Li3 Cu4 O4,0.0
Nb1 Cl4 O2,0.0
Tb1 Y1 Hg2,0.0
Zr1 Al1 Pt1,0.0
Sr10 Al4 Si6 O1,0.0
Li4 Mn5 Cu3 O16,0.0
Eu1 Bi3,0.0
Mn2 Al1 B2,0.0
Li4 Co5 Sb1 O12,0.0
Ba1 Li4,0.0
Ca1 Ge2 Rh2,0.0
Ti5 B12 O26,0.0
Tm1 Co2 Si2,0.0
Mn1 Sb2 O6,0.0
Tl1 Cu6 S4,0.0
Cu4 As2 O9,0.0
Cu1 Cl1 O2,0.0
U6 Co1,0.0
Yb4 Sb3,0.0
Ti5 Zn1 O7,0.0
Lu1 Sc1 Ru2,0.0
Tl1 Te1,0.0
Na1 Tl1,0.0
Li12 Fe5 O16,0.0
Ti1 Hg1 O3,0.0
Tl1 Fe1 I3,0.0
Li3 Mn4 P6 O24,0.0
Tb1 Cl1,0.0
Nd2 Zn1 Ga1,0.0
Sr6 Nb7 O21,0.0
V4 Zn1 O8,0.0
Al6 Tc1,0.0
Cs2 S1 Cl6 F1,0.0
Ce3 Nb1 S3 O4,0.0
Nb1 H1 O3,0.0
Yb1 Tb1 Rh2,0.0
Eu1 Se1 Cl1 O3,0.0
Eu1 Ni1 Ge3,0.0
Eu2 P1 Br1,0.0
Ca1 Cd1 Si1,0.0
In1 Hg1 W2,0.0
Li4 Ni2 P3 O12,0.0
Sm1 Ho1 Hg2,0.0
Pr1 Al3 Ni2,0.0
Bi4 I1,0.0
H1 Pb1 I3,0.0
Ti4 Ni1 Bi2,0.0
Zr2 Se1,0.0
Sn1 B1,0.0
In1 Ag3,0.0
Tm2 Mg1 Ru1,0.0
K1 Lu1,0.0
Nb6 Co7,0.0
Li2 Mg1 Hg1,0.0
Li1 Fe2 P3 O12,0.0
Cu2 O1 F2,0.0
Tl2 Mo7 O22,0.0
Li6 Fe1 O5 F1,0.0
Y1 Si2,0.0
Sm1 Mg3,0.0
Hf1 Tc1,0.0
Na2 V6 O13,0.0
Nd1 Ni2 Sn2,0.0
Dy2 Cd1 Pd2,0.0
Ce1 Os2,0.0
Sc1 Rh3 C1,0.0
Re5 Ni2 As12,0.0
P2 H4 Rh1 O9,0.0
Li1 Lu2 Ga1,0.0
Zr1 Ti2 O1,0.0
Mn1 B2 W2,0.0
Ce1 Cd1 Au2,0.0
Zr1 Al1 W1,0.0
Ca1 Ir1 O3,0.0
Ce1 Si2 Au2,0.0
Pr4 Mg1 Ru1,0.0
Mn1 Nb1 O4,0.0
Na1 Cd1 O3,0.0
Th1 Al8 Fe4,0.0
Lu2 Tl1 Ag1,0.0
Pr1 Sb1 Pt1,0.0
Mn3 Cr3 Co2 O16,0.0
Li1 Sc1 Hg2,0.0
Cu3 P4 O14,0.0
Ni2 Mo4 C1,0.0
